35, 8457, 1, 1760
35, 8457, 1, 2048
35, 8457, 1, 2560
35, 8457, 1, 4096
512, 8, 1, 500000
512, 16, 1, 500000
512, 24000, 1, 1536
512, 24000, 1, 2048
512, 24000, 1, 2560
512, 24000, 1, 2816
512, 48000, 1, 1536
512, 48000, 1, 2048
512, 48000, 1, 2560
512, 48000, 1, 2816
1024, 8, 1, 500000
1024, 16, 1, 500000
1024, 700, 1, 512
1024, 24000, 1, 1536
1024, 24000, 1, 2048
1024, 24000, 1, 2560
1024, 24000, 1, 2816
1024, 48000, 1, 1536
1024, 48000, 1, 2048
1024, 48000, 1, 2560
1024, 48000, 1, 2816
1760, 16, 1, 1760
1760, 32, 1, 1760
1760, 64, 1, 1760
1760, 128, 1, 1760
1760, 7000, 1, 1760
2048, 16, 1, 2048
2048, 32, 1, 2048
2048, 64, 1, 2048
2048, 128, 1, 2048
2048, 7000, 1, 2048
2560, 16, 1, 2560
2560, 32, 1, 2560
2560, 64, 1, 2560
2560, 128, 1, 2560
2560, 7000, 1, 2560
3072, 16, 1, 1024
3072, 32, 1, 1024
3072, 64, 1, 1024
3072, 128, 1, 1024
3072, 24000, 1, 1024
3072, 48000, 1, 1024
4096, 16, 1, 4096
4096, 32, 1, 4096
4096, 64, 1, 4096
4096, 128, 1, 4096
4096, 7000, 1, 4096
4608, 16, 1, 1536
4608, 32, 1, 1536
4608, 24000, 1, 1536
4608, 48000, 1, 1536
5124, 9124, 1, 1760
5124, 9124, 1, 2048
5124, 9124, 1, 2560
5124, 9124, 1, 4096
6144, 16, 1, 2560
6144, 32, 1, 2560
6144, 24000, 1, 2560
6144, 48000, 1, 2560
7680, 16, 1, 2560
7680, 32, 1, 2560
7680, 64, 1, 2560
7680, 128, 1, 2560
7680, 24000, 1, 2560
7680, 48000, 1, 2560
8448, 16, 1, 2816
8448, 32, 1, 2816
8448, 24000, 1, 2816
8448, 48000, 1, 2816
